EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryGap,DailyRateGap
RM1356,36,36-45,0,Travel_Rarely,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5k-10k,16822,2,No,16,3,3,2,12,1,1,4,2,1,3.0,84.0,-440.5
RM1384,36,36-45,0,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,Upto 5k,9238,1,No,22,4,2,0,5,3,3,5,4,0,2.0,117.0,518.5
RM1440,36,36-45,0,Travel_Rarely,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,5k-10k,12695,0,No,19,3,3,2,10,2,3,9,7,3,4.0,-1606.0,-296.0
RM1441,36,36-45,0,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5k-10k,9192,7,No,13,3,2,3,18,3,3,4,2,0,2.0,-87.0,-64.5
RM1448,36,36-45,0,Non-Travel,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5k-10k,10436,1,No,24,4,1,1,15,4,2,15,12,11,11.0,-17.0,-474.5
RM1454,36,36-45,0,Travel_Rarely,Sales,11,4,Marketing,2,Female,100,2,2,Sales Executive,4,Married,5k-10k,14369,4,No,13,3,1,1,8,2,2,6,3,0,0.0,1229.0,344.5
RM1466,36,36-45,0,Travel_Frequently,Research & Development,23,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,Upto 5k,12290,4,No,17,3,3,1,17,3,3,5,2,0,3.0,-2647.0,131.5
RM1466,36,36-45,0,Travel_Frequently,Research & Development,23,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,Upto 5k,12290,4,No,17,3,3,1,17,3,3,5,2,0,2.0,-2647.0,131.5
RM003,37,36-45,1,Travel_Rarely,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,Upto 5k,2396,6,Yes,15,3,2,0,7,3,3,0,0,0,0.0,-603.0,540.5
RM048,37,36-45,0,Travel_Rarely,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,Upto 5k,10227,4,No,21,4,1,0,8,1,3,1,0,0,0.0,329.0,-424.5
RM060,37,36-45,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5k-10k,2689,1,No,18,3,3,1,7,2,4,7,5,0,7.0,775.0,362.5
RM079,37,36-45,0,Travel_Rarely,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,10k-15k,25258,4,No,13,3,1,0,16,3,4,5,2,0,2.0,3371.0,-419.0
RM101,37,36-45,1,Travel_Rarely,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,Upto 5k,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2.0,-623.0,19.0
RM105,37,36-45,0,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5k-10k,15850,5,No,14,3,4,1,17,2,4,1,0,0,0.0,-55.0,287.5
RM116,37,36-45,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,5k-10k,14506,2,No,12,3,1,0,12,3,3,5,3,1,3.0,-1822.0,336.0
RM196,37,36-45,0,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,Upto 5k,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7.0,871.0,-542.5
RM223,37,36-45,0,Travel_Frequently,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,10k-15k,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7.0,1892.0,-153.0
RM227,37,36-45,0,Travel_Frequently,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,Upto 5k,2539,4,No,17,3,3,1,13,2,3,9,8,5,8.0,221.0,-427.0
RM249,37,36-45,0,Travel_Rarely,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,Upto 5k,18697,2,No,14,3,1,1,17,2,2,3,1,0,3.0,1227.0,184.5
RM251,37,36-45,1,Travel_Frequently,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10k-15k,22573,6,No,11,3,2,2,17,5,3,1,0,0,3.0,-245.0,-312.0
RM274,37,36-45,0,Travel_Rarely,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,5k-10k,22825,4,No,14,3,2,1,7,5,4,5,4,0,1.0,1079.0,-547.5
RM276,37,36-45,0,Non-Travel,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,10k-15k,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2.0,3310.0,-88.0
RM286,37,36-45,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,Upto 5k,15881,1,No,12,3,2,0,17,3,3,17,12,5,7.0,-578.0,539.5
RM295,37,36-45,0,Travel_Frequently,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,Upto 5k,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2.0,-367.0,56.5
RM341,37,36-45,0,Travel_Rarely,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,5k-10k,23177,7,No,16,3,3,2,8,2,2,6,2,0,4.0,1129.0,439.5
RM354,37,36-45,0,Travel_Rarely,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5k-10k,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7.0,756.0,566.5
RM365,37,36-45,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,Upto 5k,17663,6,No,20,4,2,1,17,3,3,5,4,0,3.0,759.0,88.5
RM387,37,36-45,0,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,Upto 5k,26914,1,No,12,3,3,1,18,2,2,18,7,12,17.0,341.0,274.5
RM390,37,36-45,0,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,Upto 5k,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1.0,-1021.0,552.5
RM399,37,36-45,0,Non-Travel,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,Upto 5k,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7.0,-769.0,310.5
RM465,37,36-45,0,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,5k-10k,23848,4,No,17,3,4,0,12,3,4,6,5,1,2.0,-2802.0,-17.0
RM468,37,36-45,0,Non-Travel,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,5k-10k,24666,1,No,13,3,4,1,9,6,3,9,5,7,7.0,-416.0,-711.0
RM473,37,36-45,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,5k-10k,15701,6,No,12,3,2,1,8,2,2,6,5,4,3.0,1229.0,-306.5
RM487,37,36-45,0,Travel_Rarely,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,5k-10k,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0.0,4179.0,-217.5
RM507,37,36-45,0,Travel_Rarely,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,5k-10k,9606,1,No,15,3,3,1,10,2,3,10,7,7,8.0,-859.0,-334.0
RM523,37,36-45,0,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,Upto 5k,15232,3,No,17,3,1,0,4,2,3,1,0,0,0.0,1987.0,392.5
RM578,37,36-45,0,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,Upto 5k,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3.0,89.0,-261.5
RM629,37,36-45,0,Travel_Rarely,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,5k-10k,24558,4,No,19,3,4,2,9,2,3,1,0,0,0.0,911.0,-433.5
RM649,37,36-45,0,Travel_Frequently,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,Upto 5k,21222,5,No,15,3,2,1,10,3,3,5,4,0,0.0,401.0,485.0
RM653,37,36-45,0,Non-Travel,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,5k-10k,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9.0,-1608.0,399.0
RM696,37,36-45,1,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10k-15k,14922,5,No,11,3,3,0,17,2,1,14,1,11,7.0,1359.0,-228.0
RM745,37,36-45,1,Travel_Rarely,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,Upto 5k,14382,5,No,15,3,1,0,15,2,1,1,0,0,0.0,-441.0,388.5
RM768,37,36-45,0,Travel_Rarely,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,Upto 5k,13848,3,No,15,3,1,0,8,3,2,4,3,0,1.0,-1111.0,-628.5
RM796,37,36-45,0,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,5k-10k,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0.0,1271.0,-466.5
RM833,37,36-45,0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5k-10k,17171,7,No,13,3,3,2,9,2,3,6,2,1,3.0,513.0,-385.5
RM856,37,36-45,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,5k-10k,9961,1,No,13,3,2,1,14,2,2,14,8,3,11.0,1256.0,224.5
RM990,37,36-45,0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,Upto 5k,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3.0,303.0,606.5
RM1002,37,36-45,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,Upto 5k,19106,4,No,18,3,1,0,8,6,3,3,2,0,2.0,936.0,629.5
RM1023,37,36-45,0,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,Upto 5k,25470,0,No,14,3,1,0,7,2,1,6,5,1,3.0,807.0,580.5
RM1090,37,36-45,0,Travel_Rarely,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,Upto 5k,3031,1,No,17,3,1,0,10,2,3,10,8,3,7.0,-933.0,-78.5
RM1159,37,36-45,0,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5k-10k,26493,3,No,17,3,1,3,9,2,2,4,3,0,2.0,550.0,-81.5
RM1164,37,36-45,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,Upto 5k,9953,1,No,11,3,1,1,8,2,1,8,4,7,7.0,1243.0,637.5
RM1212,37,36-45,0,Travel_Frequently,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,5k-10k,7677,1,No,14,3,3,2,6,2,2,6,3,1,3.0,4102.0,502.5
RM1277,37,36-45,0,Travel_Rarely,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,Upto 5k,8800,1,No,14,3,1,2,5,2,3,5,2,0,3.0,-1234.0,-186.5
RM1281,37,36-45,0,Travel_Rarely,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,Upto 5k,12832,2,No,13,3,3,0,19,4,2,10,0,4,7.0,-1914.0,351.0
RM1292,37,36-45,1,Travel_Rarely,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,Upto 5k,4992,1,No,15,3,2,0,10,4,1,10,3,0,8.0,-1005.0,-382.5
RM1345,37,36-45,0,Travel_Rarely,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,Upto 5k,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4.0,-934.0,30.5
RM1433,37,36-45,0,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,10k-15k,15471,1,Yes,25,4,1,1,16,2,3,16,11,6,8.0,3451.0,-655.0
RM009,38,36-45,0,Travel_Frequently,Research & Development,23,3,Life Sciences,4,Male,44,2,3,Manufacturing Director,3,Single,5k-10k,8787,0,No,21,4,2,0,10,2,3,9,7,1,3.0,-767.0,-600.0
RM020,38,36-45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,Upto 5k,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2.0,1251.0,-461.5
RM062,38,36-45,0,Travel_Frequently,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,Upto 5k,5456,1,No,11,3,4,0,10,2,3,10,3,9,9.0,-2812.0,-99.5
RM084,38,36-45,0,Non-Travel,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5k-10k,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9.0,111.0,-179.5
RM143,38,36-45,0,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,Upto 5k,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,3.0,-901.0,-388.5
RM169,38,36-45,0,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,5k-10k,12930,4,No,22,4,3,0,12,2,4,8,3,0,7.0,3263.0,-73.5
RM180,38,36-45,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,Upto 5k,6319,1,No,12,3,3,0,2,3,3,2,2,2,1.0,-405.0,547.5
RM199,38,36-45,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,5k-10k,7259,9,No,14,3,2,0,14,3,3,1,0,0,0.0,1335.0,508.5
RM200,38,36-45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,5k-10k,4185,3,No,18,3,1,1,9,3,1,7,7,1,7.0,1043.0,331.5
RM205,38,36-45,1,Travel_Rarely,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,5k-10k,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0.0,1455.0,427.5
RM224,38,36-45,0,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10k-15k,9647,0,No,12,3,3,2,17,6,2,16,10,5,13.0,1359.0,-734.0
RM262,38,36-45,0,Non-Travel,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5k-10k,19682,3,No,18,3,4,1,13,0,3,8,7,7,5.0,-174.0,551.5
RM278,38,36-45,0,Travel_Rarely,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5k-10k,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7.0,182.0,-453.5
RM288,38,36-45,0,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5k-10k,18899,9,No,14,3,2,1,10,2,3,2,2,1,2.0,527.0,-64.5
RM308,38,36-45,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,10k-15k,26707,3,No,17,3,3,1,19,2,3,10,8,0,1.0,1768.0,33.0
RM342,38,36-45,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,10k-15k,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9.0,1217.0,-473.0
RM417,38,36-45,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,Upto 5k,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0.0,-991.0,657.5
RM472,38,36-45,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,5k-10k,22174,3,No,19,3,3,1,18,4,3,1,0,0,0.0,4606.0,742.5
RM491,38,36-45,0,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,Upto 5k,14561,3,No,17,3,4,0,8,3,2,0,0,0,0.0,-74.0,-470.5
RM519,38,36-45,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,Upto 5k,7791,0,No,20,4,1,0,8,2,3,7,7,0,5.0,-1395.0,-532.5
RM530,38,36-45,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,5k-10k,19383,0,No,13,3,3,0,10,4,2,9,7,1,8.0,2407.0,74.5
RM543,38,36-45,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,5k-10k,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0.0,-2432.0,-648.0
RM560,38,36-45,0,Travel_Rarely,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,Upto 5k,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1.0,364.0,-564.5
RM579,38,36-45,0,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5k-10k,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12.0,762.0,-512.5
RM606,38,36-45,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,5k-10k,4284,2,No,15,3,3,1,13,3,2,4,3,1,2.0,1070.0,-281.5
RM643,38,36-45,0,Travel_Rarely,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,Upto 5k,12102,0,No,19,3,4,1,3,3,3,2,2,1,2.0,327.0,-351.0
RM682,38,36-45,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,10k-15k,16292,1,No,13,3,2,1,15,3,3,15,12,5,11.0,3289.0,517.0
RM704,38,36-45,0,Non-Travel,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5k-10k,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3.0,243.0,-623.5
RM723,38,36-45,0,Travel_Frequently,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,Upto 5k,12127,0,No,17,3,2,1,3,0,2,2,1,0,2.0,-9.0,558.5
RM748,38,36-45,0,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,5k-10k,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0.0,1438.0,259.5
RM766,38,36-45,0,Travel_Frequently,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,Upto 5k,2997,3,No,16,3,1,1,8,2,3,2,2,2,2.0,128.0,353.5
RM785,38,36-45,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,5k-10k,24608,0,No,18,3,1,1,20,4,2,19,9,1,9.0,-1470.0,-486.0
RM808,38,36-45,0,Travel_Rarely,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,5k-10k,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7.0,-510.0,-83.0
RM812,38,36-45,0,Travel_Rarely,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,5k-10k,20619,7,No,16,3,3,0,10,2,3,1,0,0,0.0,-1899.0,-723.0
RM827,38,36-45,0,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,Upto 5k,6004,1,No,13,3,4,1,7,2,4,7,6,5,0.0,148.0,-355.0
RM964,38,36-45,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,5k-10k,19461,3,No,15,3,4,1,11,3,3,7,7,1,7.0,1470.0,233.5
RM983,38,36-45,0,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,Upto 5k,15748,1,No,11,3,4,3,4,2,3,4,2,0,3.0,-83.0,-139.5
RM1108,38,36-45,0,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,5k-10k,14814,3,No,11,3,3,0,10,2,3,6,3,1,2.0,92.0,0.0
RM1113,38,36-45,1,Travel_Rarely,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,Upto 5k,7653,4,No,11,3,1,2,7,2,3,5,2,1,4.0,-363.0,150.5
RM1120,38,36-45,0,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,5k-10k,12355,0,No,11,3,4,1,10,3,3,9,8,7,7.0,4501.0,469.5
RM1121,38,36-45,0,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,Upto 5k,16379,2,No,12,3,2,0,8,5,4,3,2,1,2.0,-1225.0,-338.5
RM1162,38,36-45,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,5k-10k,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2.0,-2537.0,-419.0
RM1188,38,36-45,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,Upto 5k,9867,7,No,15,3,4,2,19,4,4,13,11,2,9.0,-483.0,436.5
RM1194,38,36-45,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,Upto 5k,23826,1,No,22,4,2,0,4,3,3,4,3,3,3.0,-253.0,-684.5
RM1203,38,36-45,0,Travel_Rarely,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,Upto 5k,26176,7,No,19,3,4,1,7,5,2,0,0,0,0.0,613.0,662.5
RM1257,38,36-45,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,Upto 5k,15963,4,No,14,3,2,1,9,4,2,6,1,0,5.0,-225.0,-238.5
RM1262,38,36-45,0,Travel_Rarely,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5k-10k,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0.0,593.0,80.5
RM1273,38,36-45,0,Travel_Rarely,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,Upto 5k,16376,1,No,11,3,2,1,5,3,3,5,4,0,4.0,1009.0,320.5
RM1290,38,36-45,0,Non-Travel,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,Upto 5k,7129,5,No,13,3,4,3,13,3,3,11,10,3,8.0,-104.0,548.0
RM1309,38,36-45,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5k-10k,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3.0,-18.0,-52.5
RM1374,38,36-45,0,Travel_Frequently,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,Upto 5k,18115,1,Yes,16,3,3,1,20,3,3,20,11,0,7.0,-3085.0,641.5
RM1377,38,36-45,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,Upto 5k,14293,2,No,19,3,4,2,10,0,4,5,2,0,3.0,2078.0,373.5
RM1392,38,36-45,0,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,Upto 5k,11473,4,No,14,3,1,0,20,3,2,1,0,0,0.0,286.0,658.0
RM1401,38,36-45,0,Travel_Frequently,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,Upto 5k,5224,0,Yes,11,3,2,1,7,2,3,6,2,1,2.0,295.0,656.0
RM1417,38,36-45,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,Upto 5k,7636,0,No,15,3,1,2,16,3,3,15,13,5,8.0,-983.0,545.5
RM1419,38,36-45,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5k-10k,14284,2,No,11,3,4,1,10,1,3,8,3,7,7.0,103.0,-244.5
RM1431,38,36-45,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,10k-15k,3376,3,No,12,3,1,1,20,3,3,18,16,1,11.0,2913.0,-615.0
RM1452,38,36-45,0,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5k-10k,5982,1,No,11,3,3,1,10,1,3,10,7,1,9.0,-80.0,-430.5
RM034,39,36-45,1,Travel_Rarely,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,Upto 5k,3335,3,No,14,3,3,1,19,6,4,1,0,0,0.0,-3337.0,119.5
RM138,39,36-45,0,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5k-10k,14590,4,No,14,3,3,1,17,1,4,15,11,5,9.0,479.0,553.5
RM241,39,36-45,0,Travel_Rarely,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,Upto 5k,15417,7,No,14,3,3,3,7,1,3,3,2,1,2.0,-461.0,598.5
RM252,39,36-45,0,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10k-15k,6420,0,No,25,4,4,0,20,1,3,19,6,11,3.0,645.0,-311.0
RM305,39,36-45,0,Travel_Rarely,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,5k-10k,10942,0,No,17,3,1,3,19,5,2,18,10,3,7.0,-680.0,316.0
RM315,39,36-45,0,Travel_Rarely,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,15k+,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10.0,697.5,-702.5
RM327,39,36-45,0,Travel_Frequently,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,15k+,21141,1,No,15,3,1,1,21,2,3,21,9,13,3.0,35.0,-151.0
RM328,39,36-45,1,Travel_Rarely,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5k-10k,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0.0,-185.0,386.5
RM401,39,36-45,0,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,15k+,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6.0,-40.0,395.0
RM450,39,36-45,0,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,Upto 5k,17872,1,No,11,3,1,1,8,3,3,8,3,0,7.0,1062.0,-389.5
RM527,39,36-45,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,Upto 5k,20978,1,No,11,3,1,0,20,4,3,20,7,11,10.0,-665.0,-344.5
